Time (Sec);S1;S4;S5;S6;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;
0.0;1000.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10503333333333337;1000.0;92.95899999999996;91.83899999999996;94.15909999999997;94.07919999999996;93.99909999999996;92.79909999999995;95.19909999999996;92.79909999999995;93.99919999999996;94.07919999999996;95.19919999999996;94.07919999999996;94.07929999999996;93.99919999999996;92.87919999999995;93.99919999999996;92.95909999999995;95.27929999999996;93.99919999999996;95.19919999999996;90.55889999999994;
0.20503333333333346;1000.0;92.95799999999993;91.83799999999992;94.15809999999993;94.07819999999992;93.99809999999992;92.79809999999992;95.19809999999993;92.79809999999992;93.99819999999993;94.07819999999992;95.19819999999993;94.07819999999992;94.07829999999993;93.99819999999993;92.87819999999992;93.99819999999993;92.95809999999992;95.27829999999993;93.99819999999993;95.19819999999993;90.5578999999999;
0.30503333333333327;1000.0;92.9569999999999;91.83699999999989;94.1570999999999;94.07719999999989;93.99709999999989;92.79709999999989;95.19709999999989;92.79709999999989;93.99719999999989;94.07719999999989;95.1971999999999;94.07719999999989;94.0772999999999;93.99719999999989;92.87719999999989;93.99719999999989;92.95709999999988;95.2772999999999;93.99719999999989;95.1971999999999;90.55689999999987;
0.4050333333333328;1000.0;92.95599999999986;91.83599999999986;94.15609999999987;94.07619999999986;93.99609999999986;92.79609999999985;95.19609999999986;92.79609999999985;93.99619999999986;94.07619999999986;95.19619999999986;94.07619999999986;94.07629999999986;93.99619999999986;92.87619999999986;93.99619999999986;92.95609999999985;95.27629999999986;93.99619999999986;95.19619999999986;90.55589999999984;
0.5050333333333323;1000.0;92.95499999999983;91.83499999999982;94.15509999999983;94.07519999999982;93.99509999999982;92.79509999999982;95.19509999999983;92.79509999999982;93.99519999999983;94.07519999999982;95.19519999999983;94.07519999999982;94.07529999999983;93.99519999999983;92.87519999999982;93.99519999999983;92.95509999999982;95.27529999999983;93.99519999999983;95.19519999999983;90.5548999999998;
0.6050333333333324;1000.0;92.9539999999998;91.83399999999979;94.1540999999998;94.07419999999979;93.99409999999979;92.79409999999979;95.19409999999979;92.79409999999979;93.9941999999998;94.07419999999979;95.1941999999998;94.07419999999979;94.0742999999998;93.9941999999998;92.87419999999979;93.9941999999998;92.95409999999978;95.2742999999998;93.9941999999998;95.1941999999998;90.55389999999977;
0.7050333333333325;1000.0;92.95299999999976;91.83299999999976;94.15309999999977;94.07319999999976;93.99309999999976;92.79309999999975;95.19309999999976;92.79309999999975;93.99319999999976;94.07319999999976;95.19319999999976;94.07319999999976;94.07329999999976;93.99319999999976;92.87319999999976;93.99319999999976;92.95309999999975;95.27329999999976;93.99319999999976;95.19319999999976;90.55289999999974;
0.8050333333333326;1000.0;92.95199999999973;91.83199999999972;94.15209999999973;94.07219999999973;93.99209999999972;92.79209999999972;95.19209999999973;92.79209999999972;93.99219999999973;94.07219999999973;95.19219999999973;94.07219999999973;94.07229999999973;93.99219999999973;92.87219999999972;93.99219999999973;92.95209999999972;95.27229999999973;93.99219999999973;95.19219999999973;90.5518999999997;
0.9050333333333327;1000.0;92.9509999999997;91.83099999999969;94.1510999999997;94.07119999999969;93.99109999999969;92.79109999999969;95.1910999999997;92.79109999999969;93.9911999999997;94.07119999999969;95.1911999999997;94.07119999999969;94.0712999999997;93.9911999999997;92.87119999999969;93.9911999999997;92.95109999999968;95.2712999999997;93.9911999999997;95.1911999999997;90.55089999999967;
